ID,Name,Research
3104,Endless Musket Pouch,1
3105,Toxic Flask,1
3106,Psycho Knife,1
3107,Nail Gun,1
3108,Nail,99
3109,Night Vision Helmet,1
3110,Celestial Shell,1
3111,Pink Gel,5
3112,Bouncy Glowstick,100
3113,Pink Slime Block,100
3114,Pink Torch,100
3115,Bouncy Bomb,99
3116,Bouncy Grenade,99
3117,Peace Candle,1
3118,Lifeform Analyzer,1
3119,DPS Meter,1
3120,Fisherman's Pocket Guide,1
3121,Goblin Tech,1
3122,R.E.K. 3000,1
3123,PDA,1
3124,Cell Phone,1
3125,Granite Chest,1
3126,Meteorite Clock,1
3127,Marble Clock,1
3128,Granite Clock,1
3129,Meteorite Door,1
3130,Marble Door,1
3131,Granite Door,1
3132,Meteorite Dresser,1
3133,Marble Dresser,1
3134,Granite Dresser,1
3135,Meteorite Lamp,1
3136,Marble Lamp,1
3137,Granite Lamp,1
3138,Meteorite Lantern,1
3139,Marble Lantern,1
3140,Granite Lantern,1
3141,Meteorite Piano,1
3142,Marble Piano,1
3143,Granite Piano,1
3144,Meteorite Platform,200
3145,Marble Platform,200
3146,Granite Platform,200
3147,Meteorite Sink,1
3148,Marble Sink,1
3149,Granite Sink,1
3150,Meteorite Sofa,1
3151,Marble Sofa,1
3152,Granite Sofa,1
3153,Meteorite Table,1
3154,Marble Table,1
3155,Granite Table,1
3156,Meteorite Work Bench,1
3157,Marble Work Bench,1
3158,Granite Work Bench,1
3159,Meteorite Bathtub,1
3160,Marble Bathtub,1
3161,Granite Bathtub,1
3162,Meteorite Bed,1
3163,Marble Bed,1
3164,Granite Bed,1
3165,Meteorite Bookcase,1
3166,Marble Bookcase,1
3167,Granite Bookcase,1
3168,Meteorite Candelabra,1
3169,Marble Candelabra,1
3170,Granite Candelabra,1
3171,Meteorite Candle,1
3172,Marble Candle,1
3173,Granite Candle,1
3174,Meteorite Chair,1
3175,Marble Chair,1
3176,Granite Chair,1
3177,Meteorite Chandelier,1
3178,Marble Chandelier,1
3179,Granite Chandelier,1
3180,Meteorite Chest,1
3181,Marble Chest,1
3182,Magic Water Dropper,1
3183,Golden Bug Net,1
3184,Magic Lava Dropper,1
3185,Magic Honey Dropper,1
3186,Empty Dropper,1
3187,Gladiator Helmet,1
3188,Gladiator Breastplate,1
3189,Gladiator Leggings,1
3190,Reflective Dye,3
3191,Enchanted Nightcrawler,5
3192,Grubby,5
3193,Sluggy,5
3194,Buggy,5
3195,Grub Soup,5
3196,Bomb Fish,99
3197,Frost Daggerfish,99
3198,Sharpening Station,1
3199,Ice Mirror,1
3200,Sailfish Boots,1
3201,Tsunami in a Bottle,1
3202,Target Dummy,1
3203,Corrupt Crate,5
3204,Crimson Crate,5
3205,Dungeon Crate,5
3206,Sky Crate,5
3207,Hallowed Crate,5
3208,Jungle Crate,5
3209,Crystal Serpent,1
3210,Toxikarp,1
3211,Bladetongue,1
3212,Shark Tooth Necklace,1
3213,Money Trough,1
3214,Bubble,100
3215,Daybloom Planter Box,25
3216,Moonglow Planter Box,25
3217,Deathweed Planter Box,25
3218,Deathweed Planter Box,25
3219,Blinkroot Planter Box,25
3220,Waterleaf Planter Box,25
3221,Shiverthorn Planter Box,25
3222,Fireblossom Planter Box,25
3223,Brain of Confusion,1
3224,Worm Scarf,1
3225,Balloon Pufferfish,1
3226,Lazure's Valkyrie Circlet,1
3227,Lazure's Valkyrie Cloak,1
3228,Lazure's Barrier Platform,1
3229,Golden Cross Grave Marker,2
3230,Golden Tombstone,2
3231,Golden Grave Marker,2
3232,Golden Gravestone,2
3233,Golden Headstone,2
3234,Crystal Block,100
3235,Music Box (Martian Madness),1
3236,Music Box (Pirate Invasion),1
3237,Music Box (Hell),1
3238,Crystal Block Wall,400
3239,Trap Door,1
3240,Tall Gate,1
3241,Sharkron Balloon,1
3242,Tax Collector's Hat,1
3243,Tax Collector's Suit,1
3244,Tax Collector's Pants,1
3245,Bone Glove,1
3246,Clothier's Jacket,1
3247,Clothier's Pants,1
3248,Dye Trader's Turban,1
3249,Deadly Sphere Staff,1
3250,Green Horseshoe Balloon,1
3251,Amber Horseshoe Balloon,1
3252,Pink Horseshoe Balloon,1
3253,Lava Lamp,1
3254,Enchanted Nightcrawler Cage,1
3255,Buggy Cage,1
3256,Grubby Cage,1
3257,Sluggy Cage,1
3258,Slap Hand,1
3259,Twilight Hair Dye,1
3260,Blessed Apple,1
3261,Spectre Bar,25
3262,Code 1,1
3263,Buccaneer Bandana,1
3264,Buccaneer Tunic,1
3265,Buccaneer Pantaloons,1
3266,Obsidian Outlaw Hat,1
3267,Obsidian Longcoat,1
3268,Obsidian Pants,1
3269,Medusa Head,1
3270,Item Frame,1
3271,Sandstone Block,100
3272,Hardened Sand Block,100
3273,Sandstone Wall,400
3274,Hardened Ebonsand Block,100
3275,Hardened Crimsand Block,100
3276,Ebonsandstone Block,100
3277,Crimsandstone Block,100
3278,Wooden Yoyo,1
3279,Malaise,1
3280,Artery,1
3281,Amazon,1
3282,Cascade,1
3283,Chik,1
3284,Code 2,1
3285,Rally,1
3286,Yelets,1
3287,Red's Throw,1
3288,Valkyrie Yoyo,1
3289,Amarok,1
3290,Hel-Fire,1
3291,Kraken,1
3292,The Eye of Cthulhu,1
3293,Red String,1
3294,Orange String,1
3295,Yellow String,1
3296,Lime String,1
3297,Green String,1
3298,Teal String,1
3299,Cyan String,1
3300,Sky Blue String,1
3301,Blue String,1
3302,Purple String,1
3303,Violet String,1
3304,Pink String,1
3305,Brown String,1
3306,White String,1
3307,Rainbow String,1
3308,Black String,1
3309,Black Counterweight,1
3310,Blue Counterweight,1
3311,Green Counterweight,1
3312,Purple Counterweight,1
3313,Red Counterweight,1
3314,Yellow Counterweight,1
3315,Format:C,1
3316,Gradient,1
3317,Valor,1
3318,Treasure Bag (King Slime),3
3319,Treasure Bag (Eye of Cthulhu),3
3320,Treasure Bag (Eater of Worlds),3
3321,Treasure Bag (Brain of Cthulhu),3
3322,Treasure Bag (Queen Bee),3
3323,Treasure Bag (Skeletron),3
3324,Treasure Bag (Wall of Flesh),3
3325,Treasure Bag (The Destroyer),3
3326,Treasure Bag (The Twins),3
3327,Treasure Bag (Skeletron Prime),3
3328,Treasure Bag (Plantera),3
3329,Treasure Bag (Golem),3
3330,Treasure Bag (Duke Fishron),3
3331,Treasure Bag (Lunatic Cultist),n/a
3332,Treasure Bag (Moon Lord),3
3333,Hive Pack,1
3334,Yoyo Glove,1
3335,Demon Heart,1
3336,Spore Sac,1
3337,Shiny Stone,1
3338,Hardened Pearlsand Block,100
3339,Pearlsandstone Block,100
3340,Hardened Sand Wall,400
3341,Hardened Ebonsand Wall,400
3342,Hardened Crimsand Wall,400
3343,Hardened Pearlsand Wall,400
3344,Ebonsandstone Wall,400
3345,Crimsandstone Wall,400
3346,Pearlsandstone Wall,400
3347,Desert Fossil,200
3348,Desert Fossil Wall,400
3349,Exotic Scimitar,1
3350,Paintball Gun,1
3351,Classy Cane,1
3352,Stylish Scissors,1
3353,Mechanical Cart,1
3354,Mechanical Wheel Piece,1
3355,Mechanical Wagon Piece,1
3356,Mechanical Battery Piece,1
3357,Lunatic Cultist Trophy,1
3358,Martian Saucer Trophy,1
3359,Flying Dutchman Trophy,1
3360,Living Mahogany Wand,1
3361,Rich Mahogany Leaf Wand,1
3362,Fallen Tuxedo Shirt,1
3363,Fallen Tuxedo Pants,1
3364,Fireplace,1
3365,Chimney,1
3366,Yoyo Bag,1
3367,Shrimpy Truffle,1
3368,Arkhalis,1
3369,Confetti Cannon,1
3370,Music Box (The Towers),1
3371,Music Box (Goblin Invasion),1
3372,Lunatic Cultist Mask,1
3373,Moon Lord Mask,1
3374,Fossil Helmet,1
3375,Fossil Plate,1
3376,Fossil Greaves,1
3377,Amber Staff,1
3378,Bone Javelin,99
3379,Bone Throwing Knife,99
3380,Sturdy Fossil,100
3381,Stardust Helmet,1
3382,Stardust Plate,1
3383,Stardust Leggings,1
3384,Portal Gun,1
3385,Strange Plant,3
3386,Strange Plant,3
3387,Strange Plant,3
3388,Strange Plant,3
3389,Terrarian,1
3390,Goblin Warlock Banner,1
3391,Salamander Banner,1
3392,Giant Shelly Banner,1
3393,Crawdad Banner,1
3394,Fritz Banner,1
3395,Creature From The Deep Banner,1
3396,Dr. Man Fly Banner,1
3397,Mothron Banner,1
3398,Severed Hand Banner,n/a
3399,The Possessed Banner,1
3400,Butcher Banner,1
3401,Psycho Banner,1
3402,Deadly Sphere Banner,1
3403,Nailhead Banner,1
3404,Poisonous Spore Banner,n/a
3405,Medusa Banner,1
3406,Hoplite Banner,1
3407,Granite Elemental Banner,1
3408,Granite Golem Banner,1
3409,Blood Zombie Banner,1
3410,Drippler Banner,1
3411,Tomb Crawler Banner,1
3412,Dune Splicer Banner,1
3413,Antlion Swarmer Banner,1
3414,Antlion Charger Banner,1
3415,Ghoul Banner,1
3416,Lamia Banner,1
3417,Desert Spirit Banner,1
3418,Basilisk Banner,1
3419,Sand Poacher Banner,1
3420,Stargazer Banner,1
3421,Milkyway Weaver Banner,1
3422,Flow Invader Banner,1
3423,Twinkle Popper Banner,1
3424,Mini Star Cell Banner,1
3425,Star Cell Banner,1
3426,Corite Banner,1
3427,Sroller Banner,1
3428,Crawltipede Banner,1
3429,Drakomire Rider Banner,1
3430,Drakomire Banner,1
3431,Selenian Banner,1
3432,Predictor Banner,1
3433,Brain Suckler Banner,1
3434,Nebula Floater Banner,1
3435,Evolution Beast Banner,1
3436,Alien Larva Banner,1
3437,Alien Queen Banner,1
3438,Alien Hornet Banner,1
3439,Vortexian Banner,1
3440,Storm Diver Banner,1
3441,Pirate Captain Banner,1
3442,Pirate Deadeye Banner,1
3443,Pirate Corsair Banner,1
3444,Pirate Crossbower Banner,1
3445,Martian Walker Banner,1
3446,Red Devil Banner,1
3447,Pink Jellyfish Banner,1
3448,Green Jellyfish Banner,1
3449,Dark Mummy Banner,1
3450,Light Mummy Banner,1
3451,Angry Bones Banner,1
3452,Ice Tortoise Banner,1
3456,Vortex Fragment,25
3457,Nebula Fragment,25
3458,Solar Fragment,25
3459,Stardust Fragment,25
3460,Luminite,100
3461,Luminite Brick,100
3464,Stardust Drill,1
3466,Stardust Pickaxe,1
3467,Luminite Bar,25
3468,Solar Wings,1
3469,Vortex Booster,1
3470,Nebula Mantle,1
3471,Stardust Wings,1
3472,Luminite Brick Wall,400
3473,Solar Eruption,1
3474,Stardust Cell Staff,1
3475,Vortex Beater,1
3476,Nebula Arcanum,1
3477,Blood Water,99
3478,Wedding Veil,1
3479,Wedding Dress,1
3480,Platinum Bow,1
3481,Platinum Hammer,1
3482,Platinum Axe,1
3483,Platinum Shortsword,1
3484,Platinum Broadsword,1
3485,Platinum Pickaxe,1
3486,Tungsten Bow,1
3487,Tungsten Hammer,1
3488,Tungsten Axe,1
3489,Tungsten Shortsword,1
3490,Tungsten Broadsword,1
3491,Tungsten Pickaxe,1
3492,Lead Bow,1
3493,Lead Hammer,1
3494,Lead Axe,1
3495,Lead Shortsword,1
3496,Lead Broadsword,1
3497,Lead Pickaxe,1
3498,Tin Bow,1
3499,Tin Hammer,1
3500,Tin Axe,1
3501,Tin Shortsword,1
3502,Tin Broadsword,1
3503,Tin Pickaxe,1
3504,Copper Bow,1
3505,Copper Hammer,1
3506,Copper Axe,1
3507,Copper Shortsword,1
3508,Copper Broadsword,1
3509,Copper Pickaxe,1
3510,Silver Bow,1
3511,Silver Hammer,1
3512,Silver Axe,1
3513,Silver Shortsword,1
3514,Silver Broadsword,1
3515,Silver Pickaxe,1
3516,Gold Bow,1
3517,Gold Hammer,1
3518,Gold Axe,1
3519,Gold Shortsword,1
3520,Gold Broadsword,1
3521,Gold Pickaxe,1
3522,Solar Flare Hamaxe,1
3523,Vortex Hamaxe,1
3524,Nebula Hamaxe,1
3525,Stardust Hamaxe,1
3526,Solar Dye,3
3527,Nebula Dye,3
3528,Vortex Dye,3
3529,Stardust Dye,3
3530,Void Dye,3
3531,Stardust Dragon Staff,1
3532,Bacon,5
3533,Shifting Sands Dye,3
3534,Mirage Dye,3
3535,Shifting Pearlsands Dye,3
3536,Vortex Monolith,1
3537,Nebula Monolith,1
3538,Stardust Monolith,1
3539,Solar Monolith,1
3540,Phantasm,1
3541,Last Prism,1
3542,Nebula Blaze,1
3543,Daybreak,1
3544,Super Healing Potion,30
3545,Detonator,1
3546,Celebration,1
3547,Bouncy Dynamite,99
3548,Happy Grenade,99
3549,Ancient Manipulator,1
3550,Flame and Silver Dye,3
3551,Green Flame and Silver Dye,3
3552,Blue Flame and Silver Dye,3
3553,Reflective Copper Dye,3
3554,Reflective Obsidian Dye,3
3555,Reflective Metal Dye,3
3556,Midnight Rainbow Dye,3
3557,Black and White Dye,3
3558,Bright Silver Dye,3
3559,Silver and Black Dye,3
3560,Red Acid Dye,3
3561,Gel Dye,3
3562,Pink Gel Dye,3
3563,Red Squirrel,5
3564,Gold Squirrel,3
3565,Red Squirrel Cage,1
3566,Gold Squirrel Cage,1
3567,Luminite Bullet,99
3568,Luminite Arrow,99
3569,Lunar Portal Staff,1
3570,Lunar Flare,1
3571,Rainbow Crystal Staff,1
3572,Lunar Hook,1
3573,Solar Fragment Block,100
3574,Vortex Fragment Block,100
3575,Nebula Fragment Block,100
3576,Stardust Fragment Block,100
3577,Suspicious Looking Tentacle,1
3578,Yoraiz0r's Uniform,1
3579,Yoraiz0r's Skirt,1
3580,Yoraiz0r's Spell,1
3581,Yoraiz0r's Scowl,1
3582,Jim's Wings,1
3583,Yoraiz0r's Recolored Goggles,1
3584,Living Leaf Wall,400
3585,Skiphs' Mask,1
3586,Skiphs' Skin,1
3587,Skiphs' Bear Butt,1
3588,Skiphs' Paws,1
3589,Loki's Helmet,1
3590,Loki's Breastplate,1
3591,Loki's Greaves,1
3592,Loki's Wings,1
3593,Sand Slime Banner,1
3594,Sea Snail Banner,1
3595,Moon Lord Trophy,1
3596,"Not a Kid, nor a Squid",1
3597,Burning Hades Dye,3
3598,Grim Dye,3
3599,Loki's Dye,3
3600,Shadowflame Hades Dye,3
3601,Celestial Sigil,3
3602,Logic Gate Lamp (Off),5
3603,Logic Gate (AND),5
3604,Logic Gate (OR),5
3605,Logic Gate (NAND),5
3606,Logic Gate (NOR),5
3607,Logic Gate (XOR),5
3608,Logic Gate (XNOR),5
3609,Conveyor Belt (Clockwise),100
3610,Conveyor Belt (Counter Clockwise),100
3611,The Grand Design,1
3612,Yellow Wrench,1
3613,Logic Sensor (Day),5
3614,Logic Sensor (Night),5
3615,Logic Sensor (Player Above),5
3616,Junction Box,25
3617,Announcement Box,1
3618,Logic Gate Lamp (On),5
3619,Mechanical Lens,1
3620,Actuation Rod,1
3621,Red Team Block,100
3622,Red Team Platform,200
3623,Static Hook,1
3624,Presserator,1
3625,Multicolor Wrench,1
3626,Pink Weighted Pressure Plate,5
3627,Engineering Helmet,1
3628,Companion Cube,1
3629,Wire Bulb,5
3630,Orange Weighted Pressure Plate,5
3631,Purple Weighted Pressure Plate,5
3632,Cyan Weighted Pressure Plate,5
3633,Green Team Block,100
3634,Blue Team Block,100
3635,Yellow Team Block,100
3636,Pink Team Block,100
3637,White Team Block,100
3638,Green Team Platform,200
3639,Blue Team Platform,200
3640,Yellow Team Platform,200
3641,Pink Team Platform,200
3642,White Team Platform,200
3643,Large Amber,1
3644,Ruby Gem Lock,1
3645,Sapphire Gem Lock,1
3646,Emerald Gem Lock,1
3647,Topaz Gem Lock,1
3648,Amethyst Gem Lock,1
3649,Diamond Gem Lock,1
3650,Amber Gem Lock,1
3651,Squirrel Statue,1
3652,Butterfly Statue,1
3653,Worm Statue,1
3654,Firefly Statue,1
3655,Scorpion Statue,1
3656,Snail Statue,1
3657,Grasshopper Statue,1
3658,Mouse Statue,1
3659,Duck Statue,1
3660,Penguin Statue,1
3661,Frog Statue,1
3662,Buggy Statue,1
3663,Logic Gate Lamp (Faulty),5
3664,Portal Gun Station,1
3665,Trapped Chest,1
3666,Trapped Gold Chest,1
3667,Trapped Shadow Chest,1
3668,Trapped Ebonwood Chest,1
3669,Trapped Rich Mahogany Chest,1
3670,Trapped Pearlwood Chest,1
3671,Trapped Ivy Chest,1
3672,Trapped Frozen Chest,1
3673,Trapped Living Wood Chest,1
3674,Trapped Skyware Chest,1
3675,Trapped Shadewood Chest,1
3676,Trapped Web Covered Chest,1
3677,Trapped Lihzahrd Chest,1
3678,Trapped Water Chest,1
3679,Trapped Jungle Chest,1
3680,Trapped Corruption Chest,1
3681,Trapped Crimson Chest,1
3682,Trapped Hallowed Chest,1
3683,Trapped Ice Chest,1
3684,Trapped Dynasty Chest,1
3685,Trapped Honey Chest,1
3686,Trapped Steampunk Chest,1
3687,Trapped Palm Wood Chest,1
3688,Trapped Mushroom Chest,1
3689,Trapped Boreal Wood Chest,1
3690,Trapped Slime Chest,1
3691,Trapped Green Dungeon Chest,1
3692,Trapped Pink Dungeon Chest,1
3693,Trapped Blue Dungeon Chest,1
3694,Trapped Bone Chest,1
3695,Trapped Cactus Chest,1
3696,Trapped Flesh Chest,1
3697,Trapped Obsidian Chest,1
3698,Trapped Pumpkin Chest,1
3699,Trapped Spooky Chest,1
3700,Trapped Glass Chest,1
3701,Trapped Martian Chest,1
3702,Trapped Meteorite Chest,1
3703,Trapped Granite Chest,1
3704,Trapped Marble Chest,1
3707,Teal Pressure Pad,5
3708,Wall Creeper Statue,1
3709,Unicorn Statue,1
3710,Drippler Statue,1
3711,Wraith Statue,1
3712,Bone Skeleton Statue,1
3713,Undead Viking Statue,1
3714,Medusa Statue,1
3715,Harpy Statue,1
3716,Pigron Statue,1
3717,Hoplite Statue,1
3718,Granite Golem Statue,1
3719,Armed Zombie Statue,1
3720,Blood Zombie Statue,1
3721,Angler Tackle Bag,1
3722,Geyser,5
3723,Ultrabright Campfire,1
3724,Bone Campfire,1
3725,Pixel Box,25
3726,Liquid Sensor (Water),5
3727,Liquid Sensor (Lava),5
3728,Liquid Sensor (Honey),5
3729,Liquid Sensor (Any),5
3730,Bundled Party Balloons,1
3731,Balloon Animal,1
3732,Party Hat,1
3733,Silly Sunflower Petals,1
3734,Silly Sunflower Tops,1
3735,Silly Sunflower Bottoms,1
3736,Silly Pink Balloon,100
3737,Silly Purple Balloon,100
3738,Silly Green Balloon,100
3739,Blue Streamer,100
3740,Green Streamer,100
3741,Pink Streamer,100
3742,Silly Balloon Machine,1
3743,Silly Tied Balloon (Pink),1
3744,Silly Tied Balloon (Purple),1
3745,Silly Tied Balloon (Green),1
3746,Pigronata,1
3747,Party Center,1
3748,Silly Tied Bundle of Balloons,1
3749,Party Present,1
3750,Slice of Cake,3
3751,Cog Wall,400
3752,Sandfall Wall,400
3753,Snowfall Wall,400
3754,Sandfall Block,100
3755,Snowfall Block,100
3756,Snow Cloud,100
3757,Pedguin's Hood,1
3758,Pedguin's Jacket,1
3759,Pedguin's Trousers,1
3760,Silly Pink Balloon Wall,400
3761,Silly Purple Balloon Wall,400
3762,Silly Green Balloon Wall,400
3763,0x33's Aviators,1
3764,Blue Phasesaber,1
3765,Red Phasesaber,1
3766,Green Phasesaber,1
3767,Purple Phasesaber,1
3768,White Phasesaber,1
3769,Yellow Phasesaber,1
3770,Djinn's Curse,1
3771,Ancient Horn,1
3772,Mandible Blade,1
3773,Ancient Headdress,1
3774,Ancient Garments,1
3775,Ancient Slacks,1
3776,Forbidden Mask,1
3777,Forbidden Robes,1
3778,Forbidden Treads,1
3779,Spirit Flame,1
3780,Sand Elemental Banner,1
3781,Pocket Mirror,1
3782,Magic Sand Dropper,1
3783,Forbidden Fragment,3
3784,Lamia Tail,1
3785,Lamia Wraps,1
3786,Lamia Mask,1
3787,Sky Fracture,1
3788,Onyx Blaster,1
3789,Sand Shark Banner,1
3790,Bone Biter Banner,1
3791,Flesh Reaver Banner,1
3792,Crystal Thresher Banner,1
3793,Angry Tumbler Banner,1
3794,Ancient Cloth,5
3795,Desert Spirit Lamp,1
3796,Music Box (Sandstorm),1
3797,Apprentice's Hat,1
3798,Apprentice's Robe,1
3799,Apprentice's Trousers,1
3800,Squire's Great Helm,1
3801,Squire's Plating,1
3802,Squire's Greaves,1
3803,Huntress's Wig,1
3804,Huntress's Jerkin,1
3805,Huntress's Pants,1
3806,Monk's Bushy Brow Bald Cap,1
3807,Monk's Shirt,1
3808,Monk's Pants,1
3809,Apprentice's Scarf,1
3810,Squire's Shield,1
3811,Huntress's Buckler,1
3812,Monk's Belt,1
3813,Defender's Forge,1
3814,War Table,1
3815,War Table Banner,1
3816,Eternia Crystal Stand,1
3817,Defender Medal,50
3818,Flameburst Rod,1
3819,Flameburst Cane,1
3820,Flameburst Staff,1
3821,Ale Tosser,1
3822,Etherian Mana,n/a
3823,Brand of the Inferno,1
3824,Ballista Rod,1
3825,Ballista Cane,1
3826,Ballista Staff,1
3827,Flying Dragon,1
3828,Eternia Crystal,3
3829,Lightning Aura Rod,1
3830,Lightning Aura Cane,1
3831,Lightning Aura Staff,1
3832,Explosive Trap Rod,1
3833,Explosive Trap Cane,1
3834,Explosive Trap Staff,1
3835,Sleepy Octopod,1
3836,Ghastly Glaive,1
3837,Etherian Goblin Bomber Banner,1
3838,Etherian Goblin Banner,1
3839,Old One's Skeleton Banner,1
3840,Drakin Banner,1
3841,Kobold Glider Banner,1
3842,Kobold Banner,1
3843,Wither Beast Banner,1
3844,Etherian Wyvern Banner,1
3845,Etherian Javelin Thrower Banner,1
3846,Etherian Lightning Bug Banner,1
3852,Tome of Infinite Wisdom,1
3854,Phantom Phoenix,1
3855,Gato Egg,1
3856,Creeper Egg,1
3857,Dragon Egg,1
3858,Sky Dragon's Fury,1
3859,Aerial Bane,1
3860,Treasure Bag (Betsy),3
3863,Betsy Mask,1
3864,Dark Mage Mask,1
3865,Ogre Mask,1
3866,Betsy Trophy,1
3867,Dark Mage Trophy,1
3868,Ogre Trophy,1
3869,Music Box (Old One's Army),1
3870,Betsy's Wrath,1
3871,Valhalla Knight's Helm,1
3872,Valhalla Knight's Breastplate,1
3873,Valhalla Knight's Greaves,1
3874,Dark Artist's Hat,1
3875,Dark Artist's Robes,1
3876,Dark Artist's Leggings,1
3877,Red Riding Hood,1
3878,Red Riding Dress,1
3879,Red Riding Leggings,1
3880,Shinobi Infiltrator's Helmet,1
3881,Shinobi Infiltrator's Torso,1
3882,Shinobi Infiltrator's Pants,1
3883,Betsy's Wings,1
3884,Crystal Chest,1
3885,Golden Chest,1
3886,Trapped Crystal Chest,1
3887,Trapped Golden Chest,1
3888,Crystal Door,1
3889,Crystal Chair,1
3890,Crystal Candle,1
3891,Crystal Lantern,1
3892,Crystal Lamp,1
3893,Crystal Candelabra,1
3894,Crystal Chandelier,1
3895,Crystal Bathtub,1
3896,Crystal Sink,1
3897,Crystal Bed,1
3898,Crystal Clock,1
3899,Sunplate Clock,1
3900,Blue Dungeon Clock,1
3901,Green Dungeon Clock,1
3902,Pink Dungeon Clock,1
3903,Crystal Platform,200
3904,Golden Platform,200
3905,Dynasty Wood Platform,200
3906,Lihzahrd Platform,200
3907,Flesh Platform,200
3908,Frozen Platform,200
3909,Crystal Work Bench,1
3910,Golden Work Bench,1
3911,Crystal Dresser,1
3912,Dynasty Dresser,1
3913,Frozen Dresser,1
3914,Living Wood Dresser,1
3915,Crystal Piano,1
3916,Dynasty Piano,1
3917,Crystal Bookcase,1
3918,Crystal Sofa,1
3919,Dynasty Sofa,1
3920,Crystal Table,1
3921,Arkhalis' Hood,1
3922,Arkhalis' Bodice,1
3923,Arkhalis' Tights,1
3924,Arkhalis' Lightwings,1
3925,Leinfors' Hair Protector,1
3926,Leinfors' Excessive Style,1
3927,Leinfors' Fancypants,1
3928,Leinfors' Prehensile Cloak,1
3929,Leinfors' Luxury Shampoo,1
3930,Celebration Mk2,1
3931,Spider Bathtub,1
3932,Spider Bed,1
3933,Spider Bookcase,1
3934,Spider Dresser,1
3935,Spider Candelabra,1
3936,Spider Candle,1
3937,Spider Chair,1
3938,Spider Chandelier,1
3939,Spider Chest,1
3940,Spider Clock,1
3941,Spider Door,1
3942,Spider Lamp,1
3943,Spider Lantern,1
3944,Spider Piano,1
3945,Spider Platform,200
3946,Spider Sink,1
3947,Spider Sofa,1
3948,Spider Table,1
3949,Spider Work Bench,1
3950,Trapped Spider Chest,1
3951,Iron Brick,100
3952,Iron Brick Wall,400
3953,Lead Brick,100
3954,Lead Brick Wall,400
3955,Lesion Block,100
3956,Lesion Block Wall,400
3957,Lesion Platform,200
3958,Lesion Bathtub,1
3959,Lesion Bed,1
3960,Lesion Bookcase,1
3961,Lesion Candelabra,1
3962,Lesion Candle,1
3963,Lesion Chair,1
3964,Lesion Chandelier,1
3965,Lesion Chest,1
3966,Lesion Clock,1
3967,Lesion Door,1
3968,Lesion Dresser,1
3969,Lesion Lamp,1
3970,Lesion Lantern,1
3971,Lesion Piano,1
3972,Lesion Sink,1
3973,Lesion Sofa,1
3974,Lesion Table,1
3975,Lesion Work Bench,1
3976,Trapped Lesion Chest,1
3977,Hat Rack,1
3979,Pearlwood Crate,10
3980,Mythril Crate,10
3981,Titanium Crate,10
3982,Defiled Crate,5
3983,Hematic Crate,5
3984,Stockade Crate,5
3985,Azure Crate,5
3986,Divine Crate,5
3987,Bramble Crate,5
3988,Dead Man's Chest,1
3989,Golf Ball,1
3990,Amphibian Boots,1
3991,Arcane Flower,1
3992,Berserker's Glove,1
3993,Fairy Boots,1
3994,Frog Flipper,1
3995,Frog Gear,1
3996,Frog Webbing,1
3997,Frozen Shield,1
3998,Hero Shield,1
3999,Magma Skull,1
4000,Magnet Flower,1
4001,Mana Cloak,1
4002,Molten Quiver,1
4003,Molten Skull Rose,1
4004,Obsidian Skull Rose,1
4005,Recon Scope,1
4006,Stalker's Quiver,1
4007,Stinger Necklace,1
4008,Ultrabright Helmet,1
4009,Apple,5
4011,Apple Pie,5
4012,Banana Split,5
4013,BBQ Ribs,5
4014,Bunny Stew,5
4015,Burger,5
4016,Chicken Nugget,5
4017,Chocolate Chip Cookie,5
4018,Cream Soda,5
4019,Escargot,5
4020,Fried Egg,5
4021,Fries,5
4022,Golden Delight,5
4023,Grapes,5
4024,Grilled Squirrel,5
4025,Hotdog,5
4026,Ice Cream,5
4027,Milkshake,5
4028,Nachos,5
4029,Pizza,5
4030,Potato Chips,5
4031,Roasted Bird,5
4032,Roasted Duck,5
4033,Sauteed Frog Legs,5
4034,Seafood Dinner,5
4035,Shrimp Po' Boy,5
4036,Spaghetti,5
4037,Steak,5
4038,Molten Charm,1
4039,Golf Club (Iron),1
4040,Golf Cup,1
4041,Blue Flower Seeds,25
4042,Magenta Flower Seeds,25
4043,Pink Flower Seeds,25
4044,Red Flower Seeds,25
4045,Yellow Flower Seeds,25
4046,Violet Flower Seeds,25
4047,White Flower Seeds,25
4048,Tall Grass Seeds,25
4049,Lawn Mower,1
4050,Crimstone Brick,100
4051,Smooth Sandstone,100
4052,Crimstone Brick Wall,400
4053,Smooth Sandstone Wall,400
4054,Blood Moon Monolith,1
4055,Dunerider Boots,1
4056,Ancient Chisel,1
4057,Rain Song,1
4059,Fossil Pickaxe,1
4060,Super Star Shooter,1
4061,Storm Spear,1
4062,Thunder Zapper,1
4063,Drum Set,1
4064,Picnic Table,1
4065,Fancy Picnic Table,1
4066,Desert Minecart,1
4067,Minecarp,1
4068,Pink Fairy,3
4069,Green Fairy,3
4070,Blue Fairy,3
4071,Junonia Shell,1
4072,Lightning Whelk Shell,1
4073,Tulip Shell,1
4074,Pin Wheel,1
4075,Weather Vane,1
4076,Void Vault,1
4077,Music Box (Ocean Night),1
4078,Music Box (Slime Rain),1
4079,Music Box (Space Day),1
4080,Music Box (Town Day),1
4081,Music Box (Town Night),1
4082,Music Box (Windy Day),1
4083,White Pin Flag,1
